12,103,426.77,341.61,-1391.08,-372.851,36.6986
12,104,527.927,387.252,-1389.57,-382.844,36.7019
12,105,824.7,273.115,-1366.43,-400.297,36.6926
12,106,820.647,513.675,-1384.81,-411.666,36.5687
12,107,432.597,273.299,-1385.65,-369.975,36.6538
12,108,480.157,561.528,-1405.27,-387.461,36.5581
12,109,513.24,179.172,-1374.54,-371.615,36.5812
12,110,433.687,222.705,-1381.77,-367.468,36.544
13,0,705.194,548.627,-1393.38,-404.64,36.2724,302.964,9.37372
13,2,755.786,678.736,-1401.2,-415.407,36.0538,302.458,4.88807
13,100,657.543,261.176,-1373.71,-386.816,36.6844
13,101,563.791,292.762,-1380.69,-381.098,36.7079
13,102,759.885,472.415,-1384.65,-404.854,36.6622
13,103,424.103,341.271,-1391.18,-372.629,36.6986
13,104,528.342,385.936,-1389.45,-382.813,36.702
13,105,827.239,272.797,-1366.28,-400.478,36.6923
13,106,819.517,512.134,-1384.74,-411.5,36.5715
13,107,432.597,275.297,-1385.8,-370.075,36.6575
13,108,481.441,560.183,-1405.12,-387.495,36.5475
13,109,515.239,179.034,-1374.43,-371.774,36.5897
13,110,433.91,225.25,-1381.95,-367.599,36.5375
14,0,705.054,535.859,-1392.4,-404.002,36.2723,302.988,9.37977
14,2,755.84,672.324,-1400.68,-415.08,36.0611,302.471,4.88638
14,100,659.953,261.634,-1373.63,-387.024,36.6831
14,101,561.842,292.341,-1380.75,-380.928,36.7077
14,102,761.773,473.583,-1384.65,-405.058,36.6601
14,103,421.427,340.929,-1391.29,-372.406,36.6986
14,104,528.807,384.464,-1389.31,-382.778,36.7021
14,105,829.769,272.477,-1366.14,-400.659,36.692
14,106,818.464,510.575,-1384.68,-411.337,36.5759
14,107,432.604,277.44,-1385.96,-370.184,36.6616
14,108,482.677,558.86,-1404.99,-387.523,36.5246
14,109,517.236,178.898,-1374.33,-371.933,36.5982
14,110,434.05,227.645,-1382.13,-367.723,36.536
15,0,704.9,522.746,-1391.39,-403.349,36.2674,303.005,9.38638
15,2,755.895,665.777,-1400.15,-414.745,36.0693,302.493,4.88078
15,100,662.385,262.236,-1373.54,-387.236,36.661
15,101,559.85,291.902,-1380.82,-380.753,36.7076
15,102,763.621,474.724,-1384.64,-405.259,36.6576
15,103,418.949,340.618,-1391.38,-372.2,36.6986
15,104,529.398,382.594,-1389.14,-382.735,36.7022
15,105,832.357,272.153,-1365.98,-400.843,36.6916
15,106,817.404,508.986,-1384.61,-411.17,36.5817
15,107,432.616,279.324,-1386.1,-370.281,36.666
15,108,483.78,557.692,-1404.87,-387.55,36.51
15,109,519.283,178.761,-1374.22,-372.096,36.6069
15,110,434.099,229.856,-1382.29,-367.84,36.54
16,0,704.731,509.599,-1390.38,-402.692,36.2629,303.019,9.39593
16,2,755.94,659.208,-1399.63,-414.409,36.077,302.522,4.8739
16,100,664.844,262.731,-1373.45,-387.449,36.6553
16,101,557.867,291.415,-1380.88,-380.576,36.7068
16,102,765.273,475.744,-1384.64,-405.438,36.6556
16,103,416.504,340.306,-1391.48,-371.996,36.6986
16,104,529.909,380.979,-1389,-382.697,36.7023
16,105,834.954,271.827,-1365.83,-401.028,36.6913
16,106,816.295,507.444,-1384.54,-411.001,36.5877
16,107,432.651,281.071,-1386.23,-370.372,36.6695
16,108,484.896,556.529,-1404.74,-387.58,36.5016
16,109,521.338,178.633,-1374.11,-372.26,36.6156
16,110,434.405,232.073,-1382.45,-367.948,36.5243
17,0,704.556,496.741,-1389.4,-402.049,36.2585,303.04,9.40421
17,2,755.982,652.799,-1399.11,-414.081,36.0851,302.549,4.86609
17,100,667.256,263.184,-1373.37,-387.658,36.6545
17,101,555.936,290.884,-1380.93,-380.402,36.7065
17,102,766.922,476.756,-1384.63,-405.616,36.6537
17,103,413.582,339.935,-1391.6,-371.753,36.6986
17,104,530.337,379.62,-1388.87,-382.665,36.7023
17,105,837.486,271.509,-1365.68,-401.209,36.6906
17,106,815.127,506.015,-1384.49,-410.833,36.5938
17,107,432.689,282.808,-1386.36,-370.463,36.673
17,108,486.208,555.168,-1404.58,-387.616,36.4964
17,109,523.353,178.511,-1374.01,-372.421,36.6241
17,110,434.687,234.206,-1382.59,-368.052,36.5097
18,0,704.388,483.458,-1388.37,-401.386,36.2534,303.053,9.40624
18,2,756.074,646.328,-1398.58,-413.744,36.1004,302.59,4.84706
18,100,669.746,263.649,-1373.28,-387.873,36.6538
18,101,553.932,290.378,-1380.99,-380.223,36.7062
18,102,768.889,477.96,-1384.63,-405.828,36.6515
18,103,410.837,339.585,-1391.7,-371.525,36.6986
18,104,530.765,378.273,-1388.75,-382.633,36.7024
18,105,840.09,271.187,-1365.53,-401.396,36.6891
18,106,813.882,504.568,-1384.44,-410.658,36.6001
18,107,432.733,284.913,-1386.51,-370.572,36.6768
18,108,487.404,553.955,-1404.42,-387.651,36.5013
18,109,525.435,178.397,-1373.9,-372.587,36.6329
18,110,434.891,236.348,-1382.75,-368.158,36.5006
19,0,704.256,470.911,-1387.41,-400.756,36.2566,303.054,9.40299
19,2,756.192,640.266,-1398.08,-413.424,36.1191,302.629,4.83313
19,100,672.114,264.085,-1373.2,-388.077,36.6547
19,101,551.994,290.052,-1381.06,-380.057,36.7059
19,102,770.749,479.082,-1384.62,-406.028,36.6492
19,103,408.398,339.279,-1391.8,-371.322,36.6986
19,104,531.235,376.784,-1388.62,-382.599,36.7025
19,105,842.576,270.876,-1365.38,-401.574,36.6886
19,106,812.695,503.185,-1384.39,-410.491,36.6062
19,107,432.759,286.896,-1386.66,-370.675,36.6812
19,108,488.315,553.037,-1404.29,-387.679,36.5076
19,109,527.417,178.298,-1373.8,-372.746,36.6413
19,110,434.987,238.329,-1382.9,-368.259,36.4991
20,0,704.12,457.643,-1386.38,-400.088,36.2617,303.061,9.39595
20,2,756.304,633.829,-1397.55,-413.086,36.1377,302.664,4.82124
20,100,674.663,264.426,-1373.11,-388.293,36.6742
20,101,549.914,289.849,-1381.15,-379.887,36.7056
20,102,772.485,480.122,-1384.62,-406.215,36.6471
20,103,405.422,338.911,-1391.9,-371.101,36.7197
20,104,531.838,374.878,-1388.44,-382.554,36.7025
20,105,845.21,270.545,-1365.23,-401.762,36.6882
20,106,811.45,501.713,-1384.34,-410.315,36.6127
20,107,432.779,288.676,-1386.79,-370.767,36.6853
20,108,489.223,552.118,-1404.17,-387.706,36.5132
20,109,529.533,178.231,-1373.7,-372.914,36.6481
20,110,434.93,240.341,-1383.05,-368.367,36.5092
21,0,704.009,444.765,-1385.39,-399.444,36.2652,303.08,9.38913
21,2,756.41,627.586,-1397.04,-412.758,36.1558,302.697,4.81232
21,100,677.103,264.862,-1373.03,-388.503,36.6768
21,101,547.884,289.664,-1381.23,-379.721,36.7054
21,102,774.242,481.163,-1384.61,-406.403,36.6451
21,103,401.998,338.487,-1392.02,-370.854,36.7483
21,104,532.34,373.291,-1388.3,-382.517,36.7026
21,105,847.764,270.224,-1365.08,-401.944,36.6878
21,106,810.24,500.294,-1384.29,-410.144,36.619
21,107,432.808,290.446,-1386.93,-370.858,36.6888
21,108,490.191,551.137,-1404.04,-387.735,36.5186
21,109,531.609,178.221,-1373.6,-373.079,36.6517
21,110,434.868,242.303,-1383.2,-368.472,36.5196
22,0,703.903,431.575,-1384.37,-398.789,36.2602,303.054,9.39795
22,2,756.509,621.216,-1396.52,-412.424,36.1747,302.731,4.80501
22,100,679.587,265.319,-1372.94,-388.717,36.6771
22,101,545.834,289.356,-1381.31,-379.548,36.7049
22,102,776.149,482.273,-1384.6,-406.606,36.6431
22,103,398.836,338.077,-1392.12,-370.628,36.7763
22,104,532.8,371.835,-1388.17,-382.483,36.7027
22,105,850.37,269.897,-1364.93,-402.13,36.6875
22,106,809.006,498.84,-1384.24,-409.97,36.6253
22,107,432.835,292.305,-1387.06,-370.954,36.6925
22,108,491.456,549.858,-1403.87,-387.773,36.5255
22,109,533.727,178.221,-1373.49,-373.247,36.6557
22,110,434.806,244.33,-1383.36,-368.58,36.5299
23,0,703.745,418.818,-1383.39,-398.145,36.2679,303.075,9.41973
23,1,702.162,719.531,-1407.11,-413.09,36.0767,302.145,5.79283
23,2,756.585,615.376,-1396.05,-412.117,36.1912,302.772,4.49287
23,100,681.997,265.763,-1372.85,-388.924,36.6774
23,101,543.902,288.864,-1381.37,-379.375,36.704
23,102,777.301,482.757,-1384.58,-406.721,36.6409
23,103,396.095,337.696,-1392.21,-370.429,36.7991
23,104,533.238,370.455,-1388.04,-382.451,36.7028
23,105,852.896,269.581,-1364.78,-402.31,36.6871
23,106,807.836,497.388,-1384.19,-409.802,36.6315
23,107,432.836,294.462,-1387.22,-371.063,36.6966
23,108,492.556,548.749,-1403.72,-387.807,36.5334
23,109,535.782,178.234,-1373.4,-373.411,36.6597
23,110,434.749,246.322,-1383.51,-368.686,36.5398
24,0,703.529,405.551,-1382.37,-397.483,36.2523,303.168,9.4369
24,1,702.209,711.592,-1406.47,-412.692,36.0814,302.142,5.81716
24,2,756.65,609.286,-1395.56,-411.801,36.2055,302.812,4.55413
24,100,684.482,266.221,-1372.77,-389.139,36.6776
24,101,541.952,288.212,-1381.41,-379.192,36.7027
24,102,777.403,482.736,-1384.57,-406.728,36.6412
24,103,393.091,337.262,-1392.31,-370.206,36.8199
24,104,533.76,368.802,-1387.89,-382.412,36.7029
24,105,855.503,269.255,-1364.63,-402.496,36.6866
24,106,806.528,495.793,-1384.13,-409.628,36.628
24,107,432.878,296.433,-1387.37,-371.164,36.6996
24,108,493.558,547.739,-1403.58,-387.837,36.5402
24,109,537.907,178.251,-1373.3,-373.581,36.664
24,110,434.709,248.389,-1383.67,-368.797,36.5498
25,0,703.385,392.462,-1381.36,-396.822,36.264,303.227,9.46326
25,1,702.224,703.515,-1405.84,-412.296,36.078,302.143,5.84229
25,2,756.713,603.154,-1395.06,-411.485,36.2191,302.854,4.61201
25,100,686.941,266.679,-1372.68,-389.35,36.6778
25,101,540.037,287.517,-1381.45,-379.01,36.7014
25,102,777.405,482.738,-1384.57,-406.728,36.6415
25,103,389.809,336.77,-1392.42,-369.966,36.8445
25,104,534.337,366.983,-1387.73,-382.37,36.7029
25,105,858.083,268.929,-1364.48,-402.68,36.6862
25,106,804.985,494.131,-1384.09,-409.459,36.604
25,107,432.959,298.191,-1387.5,-371.254,36.6992
25,108,494.5,546.786,-1403.45,-387.866,36.546
25,109,539.994,178.273,-1373.2,-373.749,36.6683
25,110,434.684,250.442,-1383.83,-368.908,36.5597
26,0,703.198,381.01,-1380.48,-396.243,36.2663,303.303,7.0114
26,1,702.232,695.189,-1405.19,-411.889,36.0731,302.143,5.8626
26,2,756.751,596.766,-1394.55,-411.156,36.2314,302.893,4.66362
26,100,689.459,267.143,-1372.59,-389.567,36.678
26,101,538.063,286.831,-1381.5,-378.824,36.7
26,102,777.407,482.739,-1384.57,-406.728,36.6417
26,103,386.786,336.304,-1392.51,-369.745,36.8681
26,104,534.822,365.441,-1387.59,-382.334,36.703
26,105,860.724,268.598,-1364.32,-402.869,36.6858
26,106,803.247,492.491,-1384.05,-409.279,36.5772
26,107,433.044,300.067,-1387.64,-371.35,36.6989
26,108,495.581,545.693,-1403.31,-387.898,36.5521
26,109,542.102,178.303,-1373.1,-373.918,36.6727
26,110,434.673,252.552,-1383.99,-369.023,36.5698
27,0,703.128,373.354,-1379.89,-395.859,36.2709,303.294,4.56867
27,1,702.24,686.962,-1404.55,-411.486,36.0685,302.144,5.87788
27,2,756.751,590.328,-1394.05,-410.827,36.2398,302.923,4.71033
27,100,691.942,267.603,-1372.51,-389.781,36.6782
27,101,536.098,286.255,-1381.55,-378.644,36.6987
27,102,777.408,482.74,-1384.57,-406.728,36.6418
27,103,383.92,335.846,-1392.6,-369.534,36.8894
27,104,535.268,364.038,-1387.46,-382.301,36.7031
27,105,863.327,268.272,-1364.17,-403.055,36.6853
27,106,801.761,491.027,-1384.01,-409.101,36.571
27,107,433.134,302.192,-1387.79,-371.458,36.6988
27,108,496.832,544.426,-1403.14,-387.936,36.5594
27,109,544.185,178.339,-1373,-374.085,36.677
27,110,434.674,254.637,-1384.15,-369.137,36.5798
28,0,703.083,368.565,-1379.52,-395.618,36.275,303.268,2.92763
28,1,702.247,678.902,-1403.93,-411.091,36.064,302.147,5.88865
28,2,756.729,583.931,-1393.55,-410.503,36.2454,302.949,4.74748
28,100,694.373,268.052,-1372.42,-389.991,36.6784
28,101,534.152,285.812,-1381.61,-378.472,36.6977
28,102,777.408,482.74,-1384.57,-406.728,36.6418
28,103,380.67,335.307,-1392.7,-369.289,36.9094
28,104,535.708,362.648,-1387.33,-382.269,36.7032
28,105,865.874,267.953,-1364.02,-403.237,36.6848
28,106,800.778,489.872,-1383.97,-408.929,36.6032
28,107,433.223,304.423,-1387.96,-371.571,36.6987
28,108,497.865,543.388,-1403,-387.967,36.5676
28,109,546.226,178.377,-1372.91,-374.249,36.6813
28,110,434.682,256.682,-1384.3,-369.25,36.5896
29,0,703.046,365.468,-1379.28,-395.462,36.2779,303.253,1.91106
29,1,702.296,671.017,-1403.3,-410.693,36.0709,302.162,5.89379
29,2,756.713,577.439,-1393.04,-410.175,36.2508,302.972,4.77757
29,100,696.819,268.502,-1372.34,-390.201,36.6786
29,101,532.181,285.402,-1381.68,-378.299,36.6965
29,102,777.409,482.741,-1384.57,-406.728,36.6418
29,103,377.403,334.764,-1392.8,-369.052,36.935
29,104,536.247,360.948,-1387.18,-382.229,36.7032
29,105,868.302,267.686,-1363.87,-403.42,36.6755
29,106,799.724,488.604,-1383.92,-408.756,36.6273
29,107,433.281,306.354,-1388.1,-371.668,36.6987
29,108,498.818,542.426,-1402.87,-387.996,36.5742
29,109,548.283,178.421,-1372.81,-374.415,36.6856
29,110,434.7,258.744,-1384.45,-369.365,36.5995
30,0,703.014,362.97,-1379.09,-395.336,36.279,303.231,1.90104
30,1,702.36,663.263,-1402.67,-410.298,36.0817,302.183,5.89069
30,2,756.692,570.954,-1392.53,-409.848,36.2559,302.992,4.803
30,100,699.245,268.95,-1372.25,-390.41,36.6788
30,101,530.229,285.01,-1381.74,-378.128,36.6946
30,102,777.409,482.74,-1384.57,-406.728,36.6419
30,103,374.482,334.266,-1392.89,-368.838,36.9567
30,104,536.779,359.269,-1387.02,-382.19,36.7033
30,105,870.668,267.436,-1363.72,-403.601,36.6637
30,106,798.48,487.189,-1383.88,-408.585,36.6327
30,107,433.322,308.291,-1388.24,-371.764,36.6986
30,108,499.733,541.502,-1402.75,-388.023,36.5802
30,109,550.328,178.466,-1372.72,-374.58,36.6899
30,110,434.72,260.795,-1384.61,-369.478,36.6093
31,0,702.973,359.852,-1378.85,-395.18,36.2789,303.217,2.46671
31,1,702.411,655.436,-1402.04,-409.899,36.0926,302.19,5.88174
31,2,756.625,564.315,-1392.02,-409.515,36.2565,303.008,4.82445
31,100,701.693,269.403,-1372.17,-390.621,36.679
31,101,528.259,284.618,-1381.81,-377.956,36.6928
31,102,777.409,482.74,-1384.57,-406.728,36.6419
31,103,371.74,333.793,-1392.98,-368.632,36.9732
31,104,537.23,357.843,-1386.89,-382.156,36.7034
31,105,873.059,267.184,-1363.57,-403.785,36.6521
31,106,797.174,485.773,-1383.83,-408.412,36.6361
31,107,433.346,310.289,-1388.39,-371.861,36.6986
31,108,500.82,540.403,-1402.6,-388.056,36.5865
31,109,552.394,178.515,-1372.63,-374.746,36.6942
31,110,434.743,262.87,-1384.76,-369.593,36.6192
32,0,702.919,356.003,-1378.56,-394.987,36.2783,303.205,2.95842
32,1,702.475,647.632,-1401.41,-409.5,36.105,302.212,5.86698
32,2,756.55,557.63,-1391.51,-409.18,36.2567,303.025,4.83918
32,100,704.145,269.858,-1372.08,-390.832,36.6792
32,101,526.279,284.221,-1381.88,-377.783,36.6916
32,102,777.409,482.74,-1384.57,-406.728,36.6419
32,103,368.474,333.222,-1393.08,-368.384,36.9911
32,104,537.65,356.516,-1386.77,-382.125,36.7035
32,105,875.456,266.928,-1363.42,-403.968,36.6409
32,106,795.801,484.416,-1383.8,-408.236,36.6392
32,107,433.376,312.545,-1388.56,-371.971,36.6986
32,108,502.024,539.19,-1402.44,-388.092,36.5944
32,109,554.466,178.57,-1372.53,-374.913,36.6985
32,110,434.767,264.955,-1384.92,-369.709,36.6291
33,0,702.867,352.281,-1378.27,-394.8,36.2781,303.194,1.7659
33,1,702.587,639.862,-1400.76,-409.093,36.1301,302.239,5.84846
33,2,756.475,550.75,-1390.97,-408.835,36.2563,303.041,4.84939
33,100,706.663,270.32,-1371.99,-391.049,36.6794
33,101,524.251,283.805,-1381.95,-377.605,36.6905
33,102,777.409,482.74,-1384.57,-406.728,36.6419
33,103,365.405,332.684,-1393.17,-368.157,37.0115
33,104,538.111,355.06,-1386.64,-382.092,36.7035
33,105,877.914,266.666,-1363.26,-404.157,36.6296
33,106,794.32,483.103,-1383.77,-408.055,36.642
33,107,433.408,314.611,-1388.72,-372.073,36.6986
33,108,503.036,538.171,-1402.3,-388.123,36.6022
33,109,556.607,178.652,-1372.43,-375.085,36.7009
33,110,434.789,267.099,-1385.08,-369.827,36.6393
34,0,702.846,351.618,-1378.22,-394.765,36.2783,303.138,0.0732139
34,1,702.693,632.257,-1400.13,-408.694,36.1546,302.266,5.83426
34,2,756.394,543.989,-1390.45,-408.498,36.2546,303.052,4.858
34,100,709.125,270.775,-1371.91,-391.261,36.6796
34,101,522.264,283.385,-1382.01,-377.431,36.6894
34,102,777.409,482.74,-1384.57,-406.728,36.6419
34,103,362.631,332.191,-1393.25,-367.95,37.0285
34,104,538.676,353.279,-1386.48,-382.05,36.7036
34,105,880.316,266.409,-1363.11,-404.341,36.6186
34,106,792.825,481.861,-1383.75,-407.877,36.6445
34,107,433.439,316.481,-1388.85,-372.165,36.6986
34,108,503.949,537.25,-1402.18,-388.15,36.6085
34,109,558.723,178.774,-1372.34,-375.253,36.6999
34,110,434.84,269.215,-1385.23,-369.943,36.647
35,0,702.834,351.745,-1378.23,-394.77,36.279,303.086,0.103397
35,1,702.792,624.642,-1399.51,-408.299,36.1769,302.3,5.86115
35,2,756.32,537.273,-1389.94,-408.163,36.2534,303.06,4.86483
35,100,711.57,271.228,-1371.82,-391.472,36.6798
35,101,520.297,282.958,-1382.08,-377.258,36.6883
35,102,777.445,482.758,-1384.57,-406.731,36.6419
35,103,359.75,331.675,-1393.34,-367.733,37.0446
35,104,539.223,351.554,-1386.32,-382.01,36.7037
35,105,882.697,266.157,-1362.96,-404.524,36.6077
35,106,791.318,480.653,-1383.73,-407.699,36.6469
35,107,433.469,318.385,-1389,-372.258,36.6986
35,108,504.905,536.276,-1402.05,-388.178,36.6114
35,109,560.823,178.891,-1372.24,-375.42,36.6993
35,110,434.94,271.344,-1385.39,-370.058,36.6505
36,0,702.831,351.799,-1378.23,-394.772,36.2797,303.061,0.0477084
36,1,702.887,616.942,-1398.88,-407.9,36.1993,302.336,5.93417
36,2,756.238,530.579,-1389.42,-407.827,36.253,303.069,4.87057
36,100,714.009,271.677,-1371.73,-391.682,36.6802
